chr	start	end	peak	int_effect	int_qval	SocvSol	priority_gene	fly_protein	fly_Name	fly_Symbol	all_genes	fly_protein_all	fly_Name_all	fly_Symbol_all
LALB_chr_13	9331797	9332799	LALB_chr_13,Parent=peak8515	0.758086578	0.004673879	solitary	LALB_v3.1_08668	NA	NA	NA	LALB_v3.1_08668	NA	NA	NA
LALB_chr_13	9915137	9916243	LALB_chr_13,Parent=peak8619	0.780371112	0.017442917	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_13	9974914	9976543	LALB_chr_13,Parent=peak8628	-0.49883461	0.037337364	social	LALB_v3.1_08682	NP_524987.1	Sulfated	Sulf1	LALB_v3.1_08682	NP_524987.1	Sulfated	Sulf1
LALB_chr_13	10303821	10305259	LALB_chr_13,Parent=peak8694	0.600883547	0.02427232	solitary	LALB_v3.1_08689	NP_524081.1	Toll-6, isoform A	Toll-6	LALB_v3.1_08689	NP_524081.1	Toll-6, isoform A	Toll-6
LALB_chr_13	10555166	10556242	LALB_chr_13,Parent=peak8727	0.91016422	0.046482589	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_13	10829883	10832095	LALB_chr_13,Parent=peak8766	0.763507597	0.004920689	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	414681	418115	LALB_chr_14,Parent=peak8803	-0.559193214	0.024887294	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	755405	756013	LALB_chr_14,Parent=peak8887	-0.495401991	0.024668531	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	2183797	2184964	LALB_chr_14,Parent=peak9179	0.676419675	0.011089321	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	3798334	3798849	LALB_chr_14,Parent=peak9499	-0.425270232	0.02184792	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	3954588	3955082	LALB_chr_14,Parent=peak9528	-0.594736301	0.044392486	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	4121471	4122333	LALB_chr_14,Parent=peak9550	-0.406685446	0.037535168	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	4683640	4684196	LALB_chr_14,Parent=peak9559	-0.540918866	0.033830529	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	6599129	6600605	LALB_chr_14,Parent=peak9633	0.669332097	0.02465004	solitary	LALB_v3.1_08741	NA	NA	NA	LALB_v3.1_08741	NA	NA	NA
LALB_chr_14	6729897	6730692	LALB_chr_14,Parent=peak9645	0.852959608	0.018735063	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	6793102	6794483	LALB_chr_14,Parent=peak9654	-0.70763645	0.027958404	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	7358244	7359245	LALB_chr_14,Parent=peak9721	-0.642191453	0.017557108	social	LALB_v3.1_08754	NA	NA	NA	LALB_v3.1_08754	NA	NA	NA
LALB_chr_14	7453259	7455452	LALB_chr_14,Parent=peak9735	-0.517757297	0.033587724	social	LALB_v3.1_08754	NA	NA	NA	LALB_v3.1_08754	NA	NA	NA
LALB_chr_14	7652751	7654246	LALB_chr_14,Parent=peak9765	-0.529914197	0.018390496	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_14	8279214	8280031	LALB_chr_14,Parent=peak9815	1.260704174	0.029466736	solitary	LALB_v3.1_08777	NA	NA	NA	LALB_v3.1_08777	NA	NA	NA
LALB_chr_14	8314167	8315948	LALB_chr_14,Parent=peak9817	-0.87333102	0.001060581	social	LALB_v3.1_08777	NA	NA	NA	LALB_v3.1_08777	NA	NA	NA
LALB_chr_14	10356465	10357455	LALB_chr_14,Parent=peak9964	-1.009882223	0.006853984	social	LALB_v3.1_08809	NP_523723.1	vestigial	vg	LALB_v3.1_08809	NP_523723.1	vestigial	vg
LALB_chr_15	15724	16913	LALB_chr_15,Parent=peak10005	0.940995478	0.045237038	solitary	LALB_v3.1_08846	NA	NA	NA	LALB_v3.1_08847,LALB_v3.1_08846	NA	NA	NA
LALB_chr_15	183903	184637	LALB_chr_15,Parent=peak10021	1.271516964	0.004036347	solitary	LALB_v3.1_08848	NA	NA	NA	LALB_v3.1_08848	NA	NA	NA
LALB_chr_15	205814	207213	LALB_chr_15,Parent=peak10023	0.495895564	0.029629078	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	355306	355959	LALB_chr_15,Parent=peak10036	-1.131097309	0.011429421	social	LALB_v3.1_08857	NA	NA	NA	LALB_v3.1_08857	NA	NA	NA
LALB_chr_15	1895816	1897636	LALB_chr_15,Parent=peak10204	0.849115369	0.024804422	solitary	LALB_v3.1_08921	NP_608748.1	Fatty acid synthase 1	FASN1	LALB_v3.1_08921,LALB_v3.1_08922	NP_608748.1,NP_649910.3	Fatty acid synthase 1,uncharacterized protein, isoform A	FASN1,CG16789
LALB_chr_15	1927577	1928718	LALB_chr_15,Parent=peak10210	1.230591147	0.000645045	solitary	LALB_v3.1_08926	NP_650702.1	Vacuolar protein sorting 39	Vps39	LALB_v3.1_08926	NP_650702.1	Vacuolar protein sorting 39	Vps39
LALB_chr_15	1974470	1974985	LALB_chr_15,Parent=peak10216	0.93785784	0.018285526	solitary	LALB_v3.1_08928	NA	NA	NA	LALB_v3.1_08928,LALB_v3.1_08927	NP_523388.1	beta Spectrin	beta-Spec
LALB_chr_15	2151558	2152199	LALB_chr_15,Parent=peak10227	1.241262924	0.017215277	solitary	LALB_v3.1_08945	NA	NA	NA	LALB_v3.1_08945,LALB_v3.1_08944	NA	NA	NA
LALB_chr_15	2271903	2273539	LALB_chr_15,Parent=peak10241	-0.825793226	0.005744338	social	LALB_v3.1_08947	NA	NA	NA	LALB_v3.1_08947	NA	NA	NA
LALB_chr_15	2549223	2550027	LALB_chr_15,Parent=peak10265	0.5697773	0.032007984	solitary	LALB_v3.1_08958	NP_651530.1	Cuticular protein 97Eb	Cpr97Eb	LALB_v3.1_08958	NP_651530.1	Cuticular protein 97Eb	Cpr97Eb
LALB_chr_15	2946043	2946822	LALB_chr_15,Parent=peak10301	-1.373464144	0.000246976	social	LALB_v3.1_08976	NP_732036.2	ADAM metallopeptidase with thrombospondin type 1 motif A	AdamTS-A	LALB_v3.1_08976	NP_732036.2	ADAM metallopeptidase with thrombospondin type 1 motif A	AdamTS-A
LALB_chr_15	2985535	2986307	LALB_chr_15,Parent=peak10304	-1.040889029	0.020939701	social	LALB_v3.1_08976	NP_732036.2	ADAM metallopeptidase with thrombospondin type 1 motif A	AdamTS-A	LALB_v3.1_08976	NP_732036.2	ADAM metallopeptidase with thrombospondin type 1 motif A	AdamTS-A
LALB_chr_15	3721829	3725419	LALB_chr_15,Parent=peak10376	-0.575719963	0.009203292	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	4294117	4295810	LALB_chr_15,Parent=peak10425	-0.741772468	0.02631935	social	LALB_v3.1_09011	NA	NA	NA	LALB_v3.1_09011	NA	NA	NA
LALB_chr_15	4573666	4575076	LALB_chr_15,Parent=peak10443	-0.693884288	0.033128987	social	LALB_v3.1_09014	NA	NA	NA	LALB_v3.1_09014	NA	NA	NA
LALB_chr_15	4581177	4582398	LALB_chr_15,Parent=peak10444	-0.639785398	0.029240214	social	LALB_v3.1_09014	NA	NA	NA	LALB_v3.1_09014	NA	NA	NA
LALB_chr_15	4767987	4768981	LALB_chr_15,Parent=peak10458	-0.861223727	0.009285562	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	4793100	4794285	LALB_chr_15,Parent=peak10460	-1.106802822	0.005663504	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	4850652	4852033	LALB_chr_15,Parent=peak10462	0.67067432	0.021132757	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	5139413	5140015	LALB_chr_15,Parent=peak10476	1.056289206	0.012671049	solitary	LALB_v3.1_09017	NP_572194.1	uncharacterized protein	CG6927	LALB_v3.1_09016,LALB_v3.1_09017	NP_572194.1	uncharacterized protein	CG6927
LALB_chr_15	5799303	5800111	LALB_chr_15,Parent=peak10513	0.633462164	0.041972158	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	5924529	5925276	LALB_chr_15,Parent=peak10524	0.962539194	0.004918261	solitary	LALB_v3.1_09046	NP_996215.1	defective proboscis extension response 9	dpr9	LALB_v3.1_09046	NP_996215.1	defective proboscis extension response 9	dpr9
LALB_chr_15	6010637	6011327	LALB_chr_15,Parent=peak10533	0.669384972	0.007849594	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	6024260	6025440	LALB_chr_15,Parent=peak10535	-0.608861735	0.01369119	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	6089978	6091550	LALB_chr_15,Parent=peak10546	0.702876341	0.046972868	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_15	6607256	6608831	LALB_chr_15,Parent=peak10590	0.514968931	0.04882944	solitary	LALB_v3.1_09074	NA	NA	NA	LALB_v3.1_09074,LALB_v3.1_09072,LALB_v3.1_09073	NA	NA	NA
LALB_chr_15	6784147	6785967	LALB_chr_15,Parent=peak10614	0.676034671	0.039936436	solitary	LALB_v3.1_09078	NP_524304.2	Tachykinin-like receptor at 86C	TkR86C	LALB_v3.1_09078	NP_524304.2	Tachykinin-like receptor at 86C	TkR86C
LALB_chr_15	7060750	7062148	LALB_chr_15,Parent=peak10644	1.121412181	0.006638285	solitary	LALB_v3.1_09085	NA	NA	NA	LALB_v3.1_09085	NA	NA	NA
LALB_chr_15	7731124	7732346	LALB_chr_15,Parent=peak10706	-0.89835542	0.004920689	social	LALB_v3.1_09098	NA	NA	NA	LALB_v3.1_09098	NA	NA	NA
LALB_chr_15	7740652	7741392	LALB_chr_15,Parent=peak10707	0.624917186	0.012364989	solitary	LALB_v3.1_09098	NA	NA	NA	LALB_v3.1_09098	NA	NA	NA
LALB_chr_15	7922331	7924176	LALB_chr_15,Parent=peak10725	0.512466129	0.014020462	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	273067	273842	LALB_chr_16,Parent=peak10800	1.17785866	0.044954766	solitary	LALB_v3.1_09119	NA	NA	NA	LALB_v3.1_09119	NA	NA	NA
LALB_chr_16	1049124	1050494	LALB_chr_16,Parent=peak10874	0.578600761	0.030500592	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	1403658	1404577	LALB_chr_16,Parent=peak10901	0.683373778	0.029150854	solitary	LALB_v3.1_09174	NA	NA	NA	LALB_v3.1_09174	NA	NA	NA
LALB_chr_16	1635605	1637112	LALB_chr_16,Parent=peak10914	0.98937959	0.034160089	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	2592711	2593966	LALB_chr_16,Parent=peak10991	0.555197871	0.036855914	solitary	LALB_v3.1_09242	NP_788872.1	Innexin 7	Inx7	LALB_v3.1_09242	NP_788872.1	Innexin 7	Inx7
LALB_chr_16	2786852	2788425	LALB_chr_16,Parent=peak11004	0.819815413	0.01644107	solitary	LALB_v3.1_09264,LALB_v3.1_09265	NA	NA	NA	LALB_v3.1_09264,LALB_v3.1_09265	NA	NA	NA
LALB_chr_16	3072916	3073962	LALB_chr_16,Parent=peak11022	0.664109216	0.039727064	solitary	LALB_v3.1_09278	NA	NA	NA	LALB_v3.1_09278	NA	NA	NA
LALB_chr_16	3117489	3119077	LALB_chr_16,Parent=peak11024	-1.127495606	0.003587341	social	LALB_v3.1_09278	NA	NA	NA	LALB_v3.1_09278	NA	NA	NA
LALB_chr_16	3482374	3483371	LALB_chr_16,Parent=peak11049	0.751056236	0.006638285	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	3487456	3488460	LALB_chr_16,Parent=peak11050	0.621824512	0.032278048	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	3621154	3622543	LALB_chr_16,Parent=peak11072	-0.786734554	0.001060581	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	3970988	3972301	LALB_chr_16,Parent=peak11123	0.943592435	0.025473511	solitary	LALB_v3.1_09349	NA	NA	NA	LALB_v3.1_09349	NA	NA	NA
LALB_chr_16	4272327	4273385	LALB_chr_16,Parent=peak11164	1.216828344	0.0269229	solitary	LALB_v3.1_09361	NA	NA	NA	LALB_v3.1_09361	NA	NA	NA
LALB_chr_16	4358096	4359190	LALB_chr_16,Parent=peak11183	-1.078517886	0.00914806	social	LALB_v3.1_09364	NA	NA	NA	LALB_v3.1_09364	NA	NA	NA
LALB_chr_16	4587704	4588889	LALB_chr_16,Parent=peak11200	0.874742112	0.01113526	solitary	LALB_v3.1_09372	NA	NA	NA	LALB_v3.1_09372	NA	NA	NA
LALB_chr_16	5198844	5200363	LALB_chr_16,Parent=peak11274	0.582739582	0.023004418	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	5280536	5281520	LALB_chr_16,Parent=peak11293	-0.737957925	0.008916206	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	5302883	5305463	LALB_chr_16,Parent=peak11296	0.52433833	0.016309555	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	5336751	5339269	LALB_chr_16,Parent=peak11302	-0.398677951	0.043980756	social	LALB_v3.1_09380	NP_611033.2	unc-5, isoform A	unc-5	LALB_v3.1_09380	NP_611033.2	unc-5, isoform A	unc-5
LALB_chr_16	5497870	5499457	LALB_chr_16,Parent=peak11323	1.119765326	0.005076819	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_16	5628982	5630222	LALB_chr_16,Parent=peak11343	0.632912593	0.039105084	solitary	LALB_v3.1_09381	NA	NA	NA	LALB_v3.1_09381	NA	NA	NA
LALB_chr_16	5866802	5868335	LALB_chr_16,Parent=peak11377	0.595179377	0.017214688	solitary	LALB_v3.1_09385	NA	NA	NA	LALB_v3.1_09385	NA	NA	NA
LALB_chr_16	5996620	5997850	LALB_chr_16,Parent=peak11397	1.139077503	0.017442917	solitary	LALB_v3.1_09388	NP_609899.1	uncharacterized protein	CG10376	LALB_v3.1_09388	NP_609899.1	uncharacterized protein	CG10376
LALB_chr_16	6286563	6287320	LALB_chr_16,Parent=peak11422	0.998266874	0.048111705	solitary	LALB_v3.1_09401,LALB_v3.1_09403	NP_608909.1,NP_572273.2	NADH dehydrogenase (ubiquinone) 13 kDa A subunit,Glycosylphosphatidylinositol anchor attachment 1	ND-13A,GAA1	LALB_v3.1_09399,LALB_v3.1_09400,LALB_v3.1_09401,LALB_v3.1_09403,LALB_v3.1_09404,LALB_v3.1_09402,LALB_v3.1_09405	NP_608909.1,NP_572273.2,NP_524116.2,NP_609582.3,NP_648267.1	NADH dehydrogenase (ubiquinone) 13 kDa A subunit,Glycosylphosphatidylinositol anchor attachment 1,Suppressor of ref(2)P sterility,Protein interacting with C kinase 1,uncharacterized protein	ND-13A,GAA1,Su(P),PICK1,CG13313
LALB_chr_16	6539478	6540655	LALB_chr_16,Parent=peak11448	-1.215624373	0.006923402	social	LALB_v3.1_09423	NA	NA	NA	LALB_v3.1_09423	NA	NA	NA
LALB_chr_16	6746439	6747284	LALB_chr_16,Parent=peak11475	NA	NA	not_tested	LALB_v3.1_09424	NP_724130.4	hamlet	ham	LALB_v3.1_09424	NP_724130.4	hamlet	ham
LALB_chr_16	7001065	7001927	LALB_chr_16,Parent=peak11508	-1.107498295	0.018082646	social	LALB_v3.1_09435	NP_477222.1	Surfeit 4	Surf4	LALB_v3.1_09433,LALB_v3.1_09434,LALB_v3.1_09435,LALB_v3.1_09436,LALB_v3.1_09437	NP_609616.1,NP_524768.2,NP_477222.1,NP_608332.2,NP_611756.1	uncharacterized protein,SET and MYND domain containing, class 3,Surfeit 4,MAPK Phosphatase 4,uncharacterized protein	CG9426,Smyd3,Surf4,MKP-4,CG9876
LALB_chr_17	39745	41275	LALB_chr_17,Parent=peak11522	-0.618555381	0.023044727	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_17	205269	208137	LALB_chr_17,Parent=peak11543	-0.394492735	0.046988142	social	LALB_v3.1_09450	NA	NA	NA	LALB_v3.1_09449,LALB_v3.1_09450	NA	NA	NA
LALB_chr_17	742296	743539	LALB_chr_17,Parent=peak11626	0.586224031	0.030158567	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_17	927446	928154	LALB_chr_17,Parent=peak11651	-0.932435072	0.013181663	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_17	1371102	1371786	LALB_chr_17,Parent=peak11727	0.828410339	0.018958042	solitary	LALB_v3.1_09489	NP_648233.1	uncharacterized protein, isoform A	CG6765	LALB_v3.1_09486,LALB_v3.1_09489,LALB_v3.1_09490,LALB_v3.1_09487,LALB_v3.1_09488	NP_648233.1	uncharacterized protein, isoform A	CG6765
LALB_chr_17	1373713	1375472	LALB_chr_17,Parent=peak11728	-0.592943122	0.042433251	social	LALB_v3.1_09490	NA	NA	NA	LALB_v3.1_09489,LALB_v3.1_09490,LALB_v3.1_09487,LALB_v3.1_09488,LALB_v3.1_09491	NP_648233.1,NP_648576.1	uncharacterized protein, isoform A,uncharacterized protein, isoform A	CG6765,CG10616
LALB_chr_17	1569590	1570270	LALB_chr_17,Parent=peak11748	-1.385971868	0.001366583	social	LALB_v3.1_09511	NP_569971.3	uncharacterized protein, isoform D	CG4313	LALB_v3.1_09511	NP_569971.3	uncharacterized protein, isoform D	CG4313
LALB_chr_17	1570577	1571221	LALB_chr_17,Parent=peak11749	-1.245238458	0.018568109	social	LALB_v3.1_09511	NP_569971.3	uncharacterized protein, isoform D	CG4313	LALB_v3.1_09511	NP_569971.3	uncharacterized protein, isoform D	CG4313
LALB_chr_17	1597428	1598833	LALB_chr_17,Parent=peak11753	0.802515407	0.015447818	solitary	LALB_v3.1_09513	NA	NA	NA	LALB_v3.1_09513,LALB_v3.1_09512,LALB_v3.1_09514,LALB_v3.1_09515	NP_569970.2,NP_731339.1,NP_648093.2	moody, isoform A,uncharacterized protein,Cell division cycle 27	moody,CG18473,Cdc27
LALB_chr_17	1760880	1761464	LALB_chr_17,Parent=peak11766	0.714625719	0.039105084	solitary	LALB_v3.1_09529,LALB_v3.1_09532	NP_524411.1,NP_572311.1	Rhodopsin 3,uncharacterized protein	Rh3,CG3815	LALB_v3.1_09529,LALB_v3.1_09532,LALB_v3.1_09528,LALB_v3.1_09531,LALB_v3.1_09533,LALB_v3.1_09534,LALB_v3.1_09530	NP_524411.1,NP_572311.1,NP_728821.2,NP_649699.1,NP_609653.1	Rhodopsin 3,uncharacterized protein,uncharacterized protein,uncharacterized protein,Flavin adenine dinucleotide synthetase 2	Rh3,CG3815,CG32281,CG2656,Flad2
LALB_chr_17	2154277	2155885	LALB_chr_17,Parent=peak11816	0.522128817	0.035264257	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_17	2391996	2393398	LALB_chr_17,Parent=peak11834	-0.473425494	0.017557108	social	LALB_v3.1_09560	NA	NA	NA	LALB_v3.1_09560	NA	NA	NA
LALB_chr_17	2439844	2441204	LALB_chr_17,Parent=peak11839	0.779411297	0.024755292	solitary	LALB_v3.1_09561	NP_610499.2	5' nucleotidase C	Nt5c	LALB_v3.1_09561	NP_610499.2	5' nucleotidase C	Nt5c
LALB_chr_17	2539974	2540538	LALB_chr_17,Parent=peak11847	-0.526201488	0.044954766	social	LALB_v3.1_09566	NA	NA	NA	LALB_v3.1_09566	NA	NA	NA
LALB_chr_17	3122781	3123758	LALB_chr_17,Parent=peak11891	-0.632339985	0.037139029	social	LALB_v3.1_09603	NA	NA	NA	LALB_v3.1_09603,LALB_v3.1_09601,LALB_v3.1_09602	NP_648353.3	N(alpha)-acetyltransferase 60	Naa60
LALB_chr_17	3126286	3127451	LALB_chr_17,Parent=peak11892	-0.787350836	0.045889551	social	LALB_v3.1_09603	NA	NA	NA	LALB_v3.1_09603,LALB_v3.1_09601,LALB_v3.1_09602	NP_648353.3	N(alpha)-acetyltransferase 60	Naa60
LALB_chr_17	3218477	3219472	LALB_chr_17,Parent=peak11898	-0.531038058	0.040288942	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_17	3289596	3290789	LALB_chr_17,Parent=peak11900	0.780166929	0.002302742	solitary	LALB_v3.1_09608	NP_524380.1	mitochondrial ribosomal protein S33	mRpS33	LALB_v3.1_09608,LALB_v3.1_09607,LALB_v3.1_09609	NP_524380.1,NP_649089.2,NP_651649.1	mitochondrial ribosomal protein S33,Canopy b,Dpr-interacting protein gamma	mRpS33,CNPYb,DIP-gamma
LALB_chr_17	3721691	3723136	LALB_chr_17,Parent=peak11925	-0.928571776	0.02093308	social	LALB_v3.1_09614	NP_609885.2	Phosphodiesterase 11	Pde11	LALB_v3.1_09614	NP_609885.2	Phosphodiesterase 11	Pde11
LALB_chr_17	4230963	4232967	LALB_chr_17,Parent=peak11962	-0.757511092	0.003501202	social	LALB_v3.1_09633	NA	NA	NA	LALB_v3.1_09633	NA	NA	NA
LALB_chr_17	4791558	4792625	LALB_chr_17,Parent=peak12008	-0.478022616	0.040808532	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_17	5391966	5393216	LALB_chr_17,Parent=peak12093	0.704959155	0.035444413	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_17	5397307	5397946	LALB_chr_17,Parent=peak12094	0.781873218	0.005379141	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_17	5796697	5798448	LALB_chr_17,Parent=peak12133	-0.591381181	0.004920689	social	LALB_v3.1_09713	NP_652341.1	NADH dehydrogenase (ubiquinone) B8 subunit	ND-B8	LALB_v3.1_09713,LALB_v3.1_09712	NP_652341.1	NADH dehydrogenase (ubiquinone) B8 subunit	ND-B8
LALB_chr_18	46669	47945	LALB_chr_18,Parent=peak12178	-0.474822025	0.020463807	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	568173	568881	LALB_chr_18,Parent=peak12205	-0.773280741	0.039691393	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	880359	881686	LALB_chr_18,Parent=peak12216	0.554013941	0.01922141	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	1086903	1087884	LALB_chr_18,Parent=peak12226	-0.993976432	0.020050203	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	1785543	1786118	LALB_chr_18,Parent=peak12265	-1.09947513	0.004214299	social	LALB_v3.1_09767	NA	NA	NA	LALB_v3.1_09767	NA	NA	NA
LALB_chr_18	2346391	2346970	LALB_chr_18,Parent=peak12302	-1.387431305	0.001063207	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	2372627	2373751	LALB_chr_18,Parent=peak12305	0.806958225	0.005744338	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	2424428	2425768	LALB_chr_18,Parent=peak12308	0.715302276	0.046149009	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	2470400	2471053	LALB_chr_18,Parent=peak12311	-1.020653702	0.02093308	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	2638846	2640389	LALB_chr_18,Parent=peak12318	-0.451422508	0.031205377	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	2868793	2870192	LALB_chr_18,Parent=peak12326	0.929643738	0.0072828	solitary	LALB_v3.1_09784,LALB_v3.1_09785	NP_650609.1,NP_650610.1	Single-strand-selective monofunctional uracil-DNA glycosylase,uncharacterized protein, isoform A	Smug,CG5292	LALB_v3.1_09784,LALB_v3.1_09785,LALB_v3.1_09787,LALB_v3.1_09788,LALB_v3.1_09786	NP_650609.1,NP_650610.1,NP_650837.1,NP_650021.1	Single-strand-selective monofunctional uracil-DNA glycosylase,uncharacterized protein, isoform A,uncharacterized protein, isoform A,Tubulin tyrosine ligase-like 15	Smug,CG5292,CG4686,TTLL15
LALB_chr_18	2947063	2947834	LALB_chr_18,Parent=peak12327	0.558226089	0.032325305	solitary	LALB_v3.1_09798	NP_611409.2	Acyl-CoA dehydrogenase very long chain	Acadvl	LALB_v3.1_09796,LALB_v3.1_09797,LALB_v3.1_09798,LALB_v3.1_09795,LALB_v3.1_09799	NP_650009.1,NP_524363.3,NP_611409.2,NP_650379.1,NP_609766.1	uncharacterized protein,mitochondrial ribosomal protein L9,Acyl-CoA dehydrogenase very long chain,lethal (3) L1231,uncharacterized protein, isoform A	CG14689,mRpL9,Acadvl,l(3)L1231,CG3793
LALB_chr_18	2982524	2983511	LALB_chr_18,Parent=peak12328	-0.730100219	0.020050203	social	LALB_v3.1_09802	NP_610183.1	uncharacterized protein	CG7791	LALB_v3.1_09801,LALB_v3.1_09802,LALB_v3.1_09803	NP_610183.1,NP_610352.2	uncharacterized protein,Cullin 4	CG7791,Cul4
LALB_chr_18	3268122	3274519	LALB_chr_18,Parent=peak12346	0.4499908	0.020177431	solitary	LALB_v3.1_09825	NA	NA	NA	LALB_v3.1_09825	NA	NA	NA
LALB_chr_18	3995932	3996642	LALB_chr_18,Parent=peak12382	0.668256271	0.031158039	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	4490306	4490989	LALB_chr_18,Parent=peak12431	0.747845726	0.01519771	solitary	LALB_v3.1_09850	NA	NA	NA	LALB_v3.1_09850	NA	NA	NA
LALB_chr_18	4536986	4537671	LALB_chr_18,Parent=peak12434	0.701226762	0.030721111	solitary	LALB_v3.1_09850	NA	NA	NA	LALB_v3.1_09850	NA	NA	NA
LALB_chr_18	4938989	4940938	LALB_chr_18,Parent=peak12467	0.632692266	0.012556104	solitary	LALB_v3.1_09864	NP_648103.1	minerva	mrva	LALB_v3.1_09864,LALB_v3.1_09865,LALB_v3.1_09862,LALB_v3.1_09863	NP_648103.1,NP_609356.2,NP_647896.1,NP_001027248.1	minerva,athos,uncharacterized protein,uncharacterized protein, isoform E	mrva,ath,CG11342,CG33695
LALB_chr_18	5251614	5252888	LALB_chr_18,Parent=peak12500	-0.6100319	0.018311262	social	LALB_v3.1_09871	NA	NA	NA	LALB_v3.1_09871	NA	NA	NA
LALB_chr_18	5473025	5474529	LALB_chr_18,Parent=peak12525	0.56024028	0.04252691	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	5481315	5482095	LALB_chr_18,Parent=peak12527	0.833270473	0.01186494	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	5693347	5694095	LALB_chr_18,Parent=peak12564	1.122577947	0.006832535	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_18	5808368	5809493	LALB_chr_18,Parent=peak12588	-0.730106877	0.007374884	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_19	154652	155933	LALB_chr_19,Parent=peak12696	1.019917375	0.022069223	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_19	746927	748449	LALB_chr_19,Parent=peak12761	0.703826763	0.006540449	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_19	1615646	1616390	LALB_chr_19,Parent=peak12844	0.59959249	0.043498385	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_19	1831215	1832104	LALB_chr_19,Parent=peak12878	-0.701361408	0.00804444	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_19	2337222	2338376	LALB_chr_19,Parent=peak12936	-0.761655394	0.034755795	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_19	2415169	2415800	LALB_chr_19,Parent=peak12946	-0.482481527	0.040728475	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_19	2823456	2824610	LALB_chr_19,Parent=peak12993	0.730347608	0.023304002	solitary	LALB_v3.1_09923	NP_477310.2	Ubiquitin activating enzyme 1	Uba1	LALB_v3.1_09922,LALB_v3.1_09923,LALB_v3.1_09924	NP_611843.2,NP_477310.2	DNA ligase 1,Ubiquitin activating enzyme 1	DNAlig1,Uba1
